Unit,Chapter,Question,LeetCode,YT,Default Note,Difficulty
Graphs [Concepts & Problems],Problems on BFS/DFS,0/1 Matrix (Bfs Problem),https://leetcode.com/problems/01-matrix/,https://youtu.be/edXdVwkYHF8,,Medium
Graphs [Concepts & Problems],Problems on BFS/DFS,Surrounded Regions (dfs),https://leetcode.com/problems/surrounded-regions/,https://youtu.be/BtdgAys4yMk,,Medium
Graphs [Concepts & Problems],Problems on BFS/DFS,"Number of Enclaves [flood fill
                                                implementation - multisource]",https://leetcode.com/problems/number-of-enclaves/,https://youtu.be/rxKcepXQgU4,,Medium
Graphs [Concepts & Problems],Problems on BFS/DFS,Word ladder - 1,https://leetcode.com/problems/word-ladder/,https://youtu.be/tRPda0rcf8E,,Hard
Graphs [Concepts & Problems],Problems on BFS/DFS,Word ladder - 2,https://leetcode.com/problems/word-ladder-ii/,https://youtu.be/AD4SFl7tu7I?si=EpcJQTWm2YeURvEG,,Hard
Graphs [Concepts & Problems],Problems on BFS/DFS,"Number of Distinct Islands [dfs
                                                multisource]",https://leetcode.com/problems/number-of-distinct-islands-ii/,https://youtu.be/muncqlKJrH0,,Medium
Graphs [Concepts & Problems],Problems on BFS/DFS,Bipartite Graph (DFS),https://leetcode.com/problems/is-graph-bipartite/,https://youtu.be/KG5YFfR0j8A,,Hard
Graphs [Concepts & Problems],Problems on BFS/DFS,"Cycle Detection in Directed
                                                Graph (DFS)",https://leetcode.com/problems/course-schedule-ii/discuss/293048/detecting-cycle-in-directed-graph-problem,https://youtu.be/9twcmtQj4DU,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,Topo Sort,,https://youtu.be/5lZ0iJMrUMk,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,Kahn's Algorithm,,https://youtu.be/73sneFXuTEg,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,"Cycle Detection in Directed
                                                Graph (BFS)",,https://youtu.be/iTBaI90lpDQ,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,Course Schedule - I,https://leetcode.com/problems/course-schedule/,https://youtu.be/WAOfKpxYHR8,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,Course Schedule - II,https://leetcode.com/problems/course-schedule-ii/,https://youtu.be/WAOfKpxYHR8,,Medium
Graphs [Concepts & Problems],Topo Sort and Problems,Find eventual safe states,https://leetcode.com/problems/find-eventual-safe-states/,https://youtu.be/2gtg3VsDGyc,,Hard
Graphs [Concepts & Problems],Topo Sort and Problems,Alien dictionary,https://leetcode.com/problems/alien-dictionary/solution/,https://youtu.be/U3N_je7tWAs,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Shortest Path in UG with unit
                                                weights",,https://www.youtube.com/watch?v=C4gxoTaI71U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=28,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Shortest Path in DAG,,https://www.youtube.com/watch?v=ZUFQfFaU-8U&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=27,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Djisktra's Algorithm,,https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Why priority Queue is used in
                                                Djisktra's Algorithm",,https://www.youtube.com/watch?v=rp1SMw7HSO8&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=35,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Shortest path in a binary
                                                maze",https://leetcode.com/problems/shortest-path-in-binary-matrix/,https://www.youtube.com/watch?v=U5Mw4eyUmw4&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=36,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Path with minimum effort,https://leetcode.com/problems/path-with-minimum-effort/,https://youtu.be/0ytpZyiZFhA,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Cheapest flights within k
                                                stops",https://leetcode.com/problems/cheapest-flights-within-k-stops/,https://youtu.be/9XybHVqTHcQ,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Network Delay time,https://leetcode.com/problems/network-delay-time/,,,Medium
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Number of ways to arrive at
                                                destination",https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/,https://youtu.be/_-0mx0SmYxA,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Minimum steps to reach end from
                                                start by performing
                                                multiplication and mod
                                                operations with array
                                                elements",,https://www.youtube.com/watch?v=_BvEJ3VIDWw&list=PLgUwDviBIf0oE3gA41TKO2H5bHpPd7fzn&index=39,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Bellman Ford Algorithm,,https://youtu.be/0vVofAhAYjc,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,Floyd Warshal Algorithm,,https://youtu.be/YbY8cVwWAvw,,Hard
Graphs [Concepts & Problems],Shortest Path Algorithms and Problems,"Find the city with the smallest
                                                number of neighbors in a
                                                threshold distance",https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,https://youtu.be/9XybHVqTHcQ,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Minimum Spanning Tree,,https://youtu.be/ZSPjZuZWCME,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Prim's Algorithm,,https://youtu.be/mJcZjjKzeqk,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Disjoint Set [Union by Rank],,https://youtu.be/aBxjDBC4M1U,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Disjoint Set [Union by Size],,https://youtu.be/aBxjDBC4M1U,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Kruskal's Algorithm,,https://youtu.be/DMnDM_sxVig,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,"Number of operations to make
                                                network connected",https://leetcode.com/problems/number-of-operations-to-make-network-connected/,https://youtu.be/FYrl7iz9_ZU,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,"Most stones removed with same
                                                rows or columns",https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,https://youtu.be/OwMNX8SPavM,,Medium
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Accounts merge,https://leetcode.com/problems/accounts-merge/,https://youtu.be/FMwpt_aQOGw,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Number of island II,https://leetcode.com/problems/number-of-islands-ii/,https://youtu.be/Rn6B-Q4SNyA,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Making a Large Island,https://leetcode.com/problems/making-a-large-island/,https://youtu.be/lgiz0Oup6gM,,Hard
Graphs [Concepts & Problems],MinimumSpanningTree/Disjoint Set and Problems,Swim in rising water,https://leetcode.com/problems/swim-in-rising-water/,,,Medium
Graphs [Concepts & Problems],Other Algorithms,Bridges in Graph,https://leetcode.com/problems/critical-connections-in-a-network/discuss/382385/find-bridges-in-a-graph,https://youtu.be/qrAub5z8FeA,,Hard
Graphs [Concepts & Problems],Other Algorithms,Articulation Point,,https://youtu.be/j1QDfU21iZk,,Hard
Graphs [Concepts & Problems],Other Algorithms,Kosaraju's Algorithm,,https://youtu.be/R6uoSjZ2imo,,Hard
Dynamic Programming [Patterns and Problems],Introduction to DP,"Dynamic Programming
                                                Introduction",,https://youtu.be/tyB0ztf0DNY,,Medium
Dynamic Programming [Patterns and Problems],1D DP,Climbing Stars,https://leetcode.com/problems/climbing-stairs/,https://youtu.be/mLfjzJsN8us,,Medium
Dynamic Programming [Patterns and Problems],1D DP,Frog Jump(DP-3),,https://www.youtube.com/watch?v=EgG3jsGoPvQ,,Medium
Dynamic Programming [Patterns and Problems],1D DP,"Frog Jump with k
                                                distances(DP-4)",,https://www.youtube.com/watch?v=Kmh3rhyEtB8,,Medium
Dynamic Programming [Patterns and Problems],1D DP,"Maximum sum of non-adjacent
                                                elements (DP 5)",https://leetcode.com/problems/house-robber/,https://www.youtube.com/watch?v=GrMBfJNk_NY,,Medium
Dynamic Programming [Patterns and Problems],1D DP,House Robber (DP 6),https://leetcode.com/problems/house-robber-ii/,https://www.youtube.com/watch?v=3WaxQMELSkw,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,Ninja's Training (DP 7),,https://www.youtube.com/watch?v=AE39gJYuRog,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,"Grid Unique Paths : DP on Grids
                                                (DP8)",https://leetcode.com/problems/unique-paths/,https://www.youtube.com/watch?v=sdE0A2Oxofw,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,Grid Unique Paths 2 (DP 9),https://leetcode.com/problems/unique-paths-ii/,https://www.youtube.com/watch?v=TmhpgXScLyY,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,"Minimum path sum in Grid (DP
                                                10)",https://leetcode.com/problems/minimum-path-sum/,https://www.youtube.com/watch?v=_rgTlyky1uQ,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,"Minimum path sum in Triangular
                                                Grid (DP 11)",https://leetcode.com/problems/triangle/,https://www.youtube.com/watch?v=SrP-PiLSYC0,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,"Minimum/Maximum Falling Path
                                                Sum (DP-12)",https://leetcode.com/problems/minimum-falling-path-sum/,https://www.youtube.com/watch?v=N_aJ5qQbYA0,,Medium
Dynamic Programming [Patterns and Problems],2D/3D DP and DP on Grids,"3-d DP : Ninja and his friends
                                                (DP-13)",,https://www.youtube.com/watch?v=QGfn7JeXK54,,Medium
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Subset sum equal to target (DP-
                                                14)",,https://www.youtube.com/watch?v=fWX9xDmIzRI,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Partition Equal Subset Sum (DP-
                                                15)",https://leetcode.com/problems/partition-equal-subset-sum/,https://www.youtube.com/watch?v=7win3dcgo3k,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Partition Set Into 2 Subsets
                                                With Min Absolute Sum Diff (DP-
                                                16)",https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/,https://www.youtube.com/watch?v=GS_OqZb2CWc,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Count Subsets with Sum K (DP -
                                                17)",,https://www.youtube.com/watch?v=ZHyb-A2Mte4,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Count Partitions with Given
                                                Difference (DP - 18)",,https://www.youtube.com/watch?v=zoilQD1kYSg,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,Assign Cookies,https://leetcode.com/problems/assign-cookies/,https://youtu.be/DIX2p7vb9co?si=6G7JzMZ2TSP_LWSG,,Easy
Dynamic Programming [Patterns and Problems],DP on Subsequences,Minimum Coins (DP - 20),https://leetcode.com/problems/coin-change/,https://www.youtube.com/watch?v=myPeWb3Y68A,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,Target Sum (DP - 21),https://leetcode.com/problems/target-sum/,https://www.youtube.com/watch?v=b3GD8263-PQ,,Medium
Dynamic Programming [Patterns and Problems],DP on Subsequences,Coin Change 2 (DP - 22),https://leetcode.com/problems/coin-change-2/,https://www.youtube.com/watch?v=HgyouUi11zk,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,Unbounded Knapsack (DP - 23),,https://youtu.be/OgvOZ6OrJoY,,Hard
Dynamic Programming [Patterns and Problems],DP on Subsequences,"Rod Cutting Problem | (DP -
                                                24)",,https://youtu.be/mO8XpGoJwuo,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Longest Common Subsequence |
                                                (DP - 25)",https://leetcode.com/problems/longest-common-subsequence/,https://youtu.be/NPZn9jBrX8U,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Print Longest Common
                                                Subsequence | (DP - 26)",,https://youtu.be/-zI4mrF2Pb4,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Longest Common Substring | (DP
                                                - 27)",,https://youtu.be/_wP9mWNPL5w,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Longest Palindromic Subsequence
                                                | (DP-28)",https://leetcode.com/problems/longest-palindromic-subsequence/,https://youtu.be/6i_T5kkfv4A,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Minimum insertions to make
                                                string palindrome | DP-29",https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,https://www.youtube.com/watch?v=xPBLEj41rFU,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Minimum Insertions/Deletions to
                                                Convert String | (DP- 30)",https://leetcode.com/problems/delete-operation-for-two-strings/,https://www.youtube.com/watch?v=yMnH0jrir0Q,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Shortest Common Supersequence |
                                                (DP - 31)",https://leetcode.com/problems/shortest-common-supersequence/,https://youtu.be/xElxAuBcvsU,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,"Distinct Subsequences|
                                                (DP-32)",https://leetcode.com/problems/distinct-subsequences/,https://youtu.be/nVG7eTiD2bY,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,Edit Distance | (DP-33),https://leetcode.com/problems/edit-distance/,https://youtu.be/fJaKO8FbDdo,,Hard
Dynamic Programming [Patterns and Problems],DP on Strings,Wildcard Matching | (DP-34),https://leetcode.com/problems/wildcard-matching/,https://youtu.be/ZmlQ3vgAOMo,,Hard
Dynamic Programming [Patterns and Problems],DP on Stocks,"Best Time to Buy and Sell Stock
                                                |(DP-35)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,https://youtu.be/excAOvwF_Wk,,Medium
Dynamic Programming [Patterns and Problems],DP on Stocks,"Buy and Sell Stock -
                                                II|(DP-36)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,https://youtu.be/nGJmxkUJQGs,,Medium
Dynamic Programming [Patterns and Problems],DP on Stocks,"Buy and Sell Stocks
                                                III|(DP-37)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/description/,https://youtu.be/-uQGzhYj8BQ,,Medium
Dynamic Programming [Patterns and Problems],DP on Stocks,"Buy and Stock Sell IV
                                                |(DP-38)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,https://youtu.be/IV1dHbk5CDc,,Medium
Dynamic Programming [Patterns and Problems],DP on Stocks,"Buy and Sell Stocks With
                                                Cooldown|(DP-39)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,https://youtu.be/IGIe46xw3YY,,Hard
Dynamic Programming [Patterns and Problems],DP on Stocks,"Buy and Sell Stocks With
                                                Transaction Fee|(DP-40)",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/,https://youtu.be/k4eK-vEmnKg,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Longest Increasing Subsequence
                                                |(DP-41)",https://leetcode.com/problems/longest-increasing-subsequence/,https://youtu.be/ekcwMsSIzVc,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Printing Longest Increasing
                                                Subsequence|(DP-42)",,https://youtu.be/IFfYfonAFGc,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Longest Increasing Subsequence
                                                |(DP-43)",,https://youtu.be/on2hvxBXJH4,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Largest Divisible
                                                Subset|(DP-44)",https://leetcode.com/problems/largest-divisible-subset/,https://youtu.be/gDuZwBW9VvM,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,Longest String Chain|(DP-45),https://leetcode.com/problems/longest-string-chain/,https://youtu.be/YY8iBaYcc4g,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Longest Bitonic Subsequence
                                                |(DP-46)",,https://youtu.be/y4vN0WNdrlg,,Medium
Dynamic Programming [Patterns and Problems],DP on LIS,"Number of Longest Increasing
                                                Subsequences|(DP-47)",https://leetcode.com/problems/number-of-longest-increasing-subsequence/,https://youtu.be/cKVl1TFdNXg,,Medium
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Matrix Chain
                                                Multiplication|(DP-48)",,https://youtu.be/vRVfmbCFW7Y,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Matrix Chain Multiplication |
                                                Bottom-Up|(DP-49)",,https://youtu.be/pDCXsbAw5Cg,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Minimum Cost to Cut the
                                                Stick|(DP-50)",https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,https://youtu.be/xwomavsC86c,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,Burst Balloons|(DP-51),https://leetcode.com/problems/burst-balloons/,https://youtu.be/Yz4LlDSlkns,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Evaluate Boolean Expression to
                                                True|(DP-52)",https://leetcode.com/problems/parsing-a-boolean-expression/,https://youtu.be/MM7fXopgyjw,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Palindrome Partitioning -
                                                II|(DP-53)",https://leetcode.com/problems/palindrome-partitioning-ii/,https://youtu.be/_H8V5hJUGd0,,Hard
Dynamic Programming [Patterns and Problems],MCM DP | Partition DP,"Partition Array for Maximum
                                                Sum|(DP-54)",https://leetcode.com/problems/partition-array-for-maximum-sum/,https://youtu.be/PhWWJmaKfMc,,Hard
Dynamic Programming [Patterns and Problems],DP on Squares,"Maximum Rectangle Area with all
                                                1's|(DP-55)",https://leetcode.com/problems/maximal-rectangle/,https://youtu.be/tOylVCugy9k,,Hard
Dynamic Programming [Patterns and Problems],DP on Squares,"Count Square Submatrices with
                                                All Ones|(DP-56)",https://leetcode.com/problems/count-square-submatrices-with-all-ones/,https://youtu.be/auS1fynpnjo,,Hard
Tries,Theory,"Implement TRIE | INSERT |
                                                SEARCH | STARTSWITH",https://leetcode.com/problems/implement-trie-prefix-tree/,https://www.youtube.com/watch?v=dBGUmUQhjaM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp,,Hard
Tries,Problems,"Implement Trie - 2 (Prefix
                                                Tree)",,,,Hard
Tries,Problems,"Longest String with All
                                                Prefixes",,https://www.youtube.com/watch?v=AWnBa91lThI&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=3,,Medium
Tries,Problems,"Number of Distinct Substrings
                                                in a String",,https://www.youtube.com/watch?v=RV0QeTyHZxo&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=4,,Medium
Tries,Problems,"Bit PreRequisites for TRIE
                                                Problems",,https://youtu.be/5iyuU4hQFrw,,Hard
Tries,Problems,"Maximum XOR of two numbers in
                                                an array",https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,https://www.youtube.com/watch?v=EIhAwfHubE8&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=6,,Hard
Tries,Problems,"Maximum XOR With an Element
                                                From Array",https://leetcode.com/problems/maximum-xor-with-an-element-from-array/,https://www.youtube.com/watch?v=Q8LhG9Pi5KM&list=PLgUwDviBIf0pcIDCZnxhv0LkHf5KzG9zp&index=7,,Hard
Strings,Hard Problems,"Minimum number of bracket
                                                reversals needed to make an
                                                expression balanced",https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,,,Hard
Strings,Hard Problems,Count and say,https://leetcode.com/problems/count-and-say/,,,Hard
Strings,Hard Problems,Hashing In Strings | Theory,,,,Medium
Strings,Hard Problems,Rabin Karp,https://leetcode.com/problems/repeated-string-match/discuss/416144/Rabin-Karp-algorithm-C%2B%2B-implementation,,,Hard
Strings,Hard Problems,Z-Function,https://leetcode.com/problems/implement-strstr/,,,Hard
Strings,Hard Problems,KMP algo / LPS(pi) array,https://leetcode.com/problems/implement-strstr/,,,Hard
Strings,Hard Problems,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome/,,,Hard
Strings,Hard Problems,Longest happy prefix,https://leetcode.com/problems/longest-happy-prefix/,,,Hard
Strings,Hard Problems,"Count palindromic subsequence
                                                in given string",,,,Hard
